M_BH,M_sph,R_e,sSFR
7.3801093,10.303783,0.23852389,-9.993851
6.951874,10.21244,-0.32023397,-9.887335
7.209802,9.661218,-0.017883232,-10.024047
6.45975,10.46079,-0.1436624,-9.963367
7.033055,10.485288,-0.04667051,-9.649248
7.0053988,10.842938,0.13195165,-9.958781
6.3701158,10.678747,-0.30370855,-9.932368
6.924387,10.190093,0.048327886,-9.931624
5.6108694,10.175424,-0.3866771,-10.003134
6.020421,9.767609,-0.6550748,-10.119651
5.598753,9.819719,-0.63843364,-10.116849
7.066491,10.78495,-0.11291452,-9.992851
7.0430803,10.195449,-0.19598073,-9.905419
7.127272,10.081709,-0.11299681,-9.761427
6.980771,9.767816,-0.04767213,-9.810152
7.26341,10.497106,0.19271679,-9.760903
7.5873895,9.87374,0.36124325,-10.015138
7.0220633,10.719141,0.039042775,-9.9594
7.1095495,10.509909,0.008953947,-9.9609785
7.0139914,9.806632,-0.034126356,-9.926128
7.2739325,10.318179,0.008076647,-9.748057
7.0502014,10.192473,-0.6400232,-9.858719
6.4282236,9.655886,-0.38578844,-9.94959
7.5454955,10.659983,0.11254584,-10.001551
6.4687214,10.1429405,-0.28319108,-10.017082
7.149662,9.678907,-0.45558953,-9.848087
6.4774237,9.558353,-0.28075555,-10.016129
8.219111,10.386648,0.11651254,-12.011521
7.421774,10.433453,0.20256418,-10.328771
7.107518,10.342008,0.08200541,-9.8106575
7.121953,10.565016,-0.041508865,-9.8293
6.9437017,10.370655,-0.044757098,-9.8893585
7.1203256,10.430714,0.026062127,-9.865497
7.336128,9.533024,0.28285173,-9.932847
6.614625,10.140801,-0.13381128,-9.911346
6.4059386,9.587774,-0.63029444,-9.853797
6.9857936,9.810253,-0.15461254,-10.272815
7.9006743,10.566299,0.058123183,-11.993317
8.9559145,10.970127,0.7542013,-13.096278
7.829872,9.967591,0.03650266,-10.053359
7.883217,10.204249,0.05264898,-10.384745
7.3450327,10.827122,0.07036365,-9.861324
7.283762,10.129824,0.19011362,-9.705804
7.7485414,10.072772,0.2591019,-10.177612
7.0585938,10.510459,0.105343945,-9.944557
7.4983144,9.953372,-0.14810614,-9.838529
7.5064955,10.443129,0.019311922,-9.971212
7.418123,9.808162,0.29168677,-9.87864
6.8943973,9.661701,0.09769892,-10.063814
6.913535,9.725533,-0.29754928,-10.067629
6.719483,10.630801,0.12727605,-9.918821
6.7375827,9.499178,-0.43616205,-9.90311
7.908302,9.89347,0.9435916,-12.243297
6.8913565,10.549163,-0.013004677,-9.895652
7.066302,10.236303,0.011192328,-9.990046
6.5988493,9.997051,-0.011545274,-10.033896
7.9135666,10.95072,0.3034964,-10.265286
7.3448977,10.103041,0.037857573,-9.77557
7.0138397,10.440079,0.022358982,-9.848953
6.92765,10.795641,-0.11377956,-9.936083
7.3906713,10.672397,0.067353204,-9.941718
7.995764,9.80415,0.67506474,-11.549221
7.475009,9.689703,0.4140585,-10.729181
7.1330266,9.927476,-0.068768024,-9.905942
7.1273003,10.170818,0.03071409,-10.130201
7.4767585,10.200702,-0.123701535,-9.992159
6.400166,9.930769,-0.31757358,-10.0083065
7.2267976,10.46387,-0.1301281,-9.885692
6.2565985,9.729146,-0.13968539,-10.008891
6.792928,9.596829,-0.06850675,-10.037979
7.3965554,10.193453,0.24257159,-9.861308
6.655196,9.8511505,-0.8255428,-9.981322
7.0224566,10.410499,0.063449755,-9.863353
7.53134,10.09302,0.18098927,-9.847128
7.248225,9.608952,0.24245293,-9.705171
7.338163,10.061462,0.10661766,-9.8893585
7.04602,10.209816,0.09225333,-9.867739
6.692937,10.24822,-0.27093813,-10.096542
6.9207516,10.6246395,0.12537093,-9.640392
8.337959,10.414867,0.50984454,-10.64428
7.6192083,10.028983,0.30385447,-9.9963665
6.96124,9.960284,0.10473352,-10.019075
6.7863107,9.528907,-0.27386975,-9.763243
7.2489657,10.389327,-0.054688096,-9.972442
6.1952753,9.955145,-0.24324574,-9.953542
7.0099635,10.361708,-0.05551127,-10.043497
6.046344,10.378504,-0.07217915,-10.064556
6.6297364,9.668037,-0.24701303,-9.913703
7.1346097,10.142757,-0.45259464,-10.0416
8.109236,10.401322,0.45007664,-11.118601
7.7757115,10.46342,0.21707776,-10.229346
7.720698,9.86176,0.1210842,-10.067027
7.1156054,9.872302,0.03039778,-9.722704
6.739412,9.555934,-0.29859307,-9.809044
8.493716,10.238279,-0.18002182,-13.3855
7.7577076,9.622443,0.3380626,-10.035912
7.3684573,10.381044,0.08253369,-9.865153
7.134568,10.451138,-0.25734103,-9.972592
7.0763683,10.462362,0.25944185,-9.8973255
7.3583035,9.702567,-0.13002788,-9.927238
7.7328115,10.487005,0.1145317,-10.118762
7.161741,10.217437,0.17507568,-9.575752
7.2516475,10.2836685,0.22710076,-9.887171
7.061075,10.389634,-0.008145183,-9.798206
7.6741695,10.247675,0.06070184,-9.834565
7.3881288,10.294225,0.19299272,-10.0354805
6.76927,10.135826,0.23045869,-9.738557
6.224598,9.649697,-0.330841,-10.102204
7.172173,10.46745,-0.38929945,-10.044107
7.071877,9.166486,0.28818902,-9.8477955
8.202925,9.989785,0.40311196,-12.301437
6.8238573,9.742603,-0.18696502,-9.958927
7.483049,10.3801,0.20352346,-9.84973
7.055867,10.034319,-0.21859366,-9.850745
7.074917,9.409078,-0.1826648,-9.808801
7.779309,10.138208,-0.074726336,-10.15924
7.4583282,10.343415,0.10584967,-9.887916
7.735113,9.760037,0.6949365,-10.021579
5.9946556,9.764345,-0.6427838,-10.1990795
7.1066113,10.33268,-0.1379408,-9.879333
7.051266,10.326899,0.15116449,-9.88591
7.545376,10.670052,0.25618297,-10.124679
8.38297,10.475768,0.28156078,-12.148013
7.734316,10.150219,-0.028185064,-9.989516
7.7590103,10.439891,0.2480612,-10.474448
7.114014,10.662522,0.098408066,-9.913918
6.9407835,10.505647,-0.008434124,-9.9284725
7.17052,10.124534,0.08912835,-9.78407
7.656372,10.221158,0.16511215,-9.872864
7.5145984,9.592828,0.84360003,-9.257191
7.3231564,9.918777,0.19308728,-9.908
6.7984033,9.864978,-0.25763446,-10.008262
6.669582,10.054134,0.11219199,-9.8759985
7.529878,9.632258,0.7158927,-9.9992285
6.975385,9.582678,0.11577031,-9.933447
8.013454,9.894126,0.19106759,-12.0676
7.7603607,10.076605,0.2602233,-10.149709
7.871319,9.74836,0.12064932,-11.287205
7.565255,10.345505,0.33275396,-10.113606
7.1128597,9.424954,-0.36130944,-9.044022
7.467124,10.787909,-0.12957576,-9.93799
7.324255,10.01701,-0.071707435,-9.851212
6.8729777,9.844254,0.11768021,-10.118765
7.1372867,9.845411,0.051374283,-9.871471
7.1460185,10.282819,0.18583578,-9.956689
6.8442807,9.958533,-0.14677028,-9.774523
7.1095552,9.764772,-1.0614684,-9.807924
7.652568,10.7232,-0.0215093,-10.0235405
7.089986,10.1063,0.13163617,-10.031409
6.9900684,10.219245,-0.09100265,-9.845267
7.415197,9.959434,0.25582126,-9.728404
6.810715,9.300232,-0.34267408,-9.497596
6.8402734,9.476223,-0.03258765,-9.761418
7.162887,10.639015,-0.4919138,-9.910617
9.173371,11.201914,0.68181354,-12.470105
7.6026673,10.704325,0.28035018,-9.851451
7.584107,10.5561695,-0.021485148,-10.02186
7.606001,10.238271,-0.05369962,-9.94259
7.3167653,9.370057,-0.07442897,-9.753996
6.8002133,9.612404,-0.439978,-9.99901
7.249697,9.426187,-0.06765329,-9.780646
6.3986793,10.195296,-0.16201991,-10.163297
7.1741242,9.948777,-0.10365644,-9.989915
7.066247,9.79913,-0.24749419,-9.703081
7.5356755,10.11731,0.21228611,-9.9354105
6.943527,9.336227,-0.25185287,-9.9388685
7.1161175,9.725444,-0.02032992,-9.391937
6.3693333,10.144886,-0.5169519,-10.2031555
8.162589,10.501885,-0.038596123,-12.710212
6.309778,9.946588,-0.16569763,-10.146814
7.436929,10.382013,0.21683507,-10.102205
7.7830267,10.601579,-0.62655526,-9.87928
7.8620467,10.186623,0.2782596,-10.1542225
8.008024,10.185256,0.43076283,-11.826294
7.60583,9.660942,0.31277803,-9.89871
7.3086643,10.236522,0.30331674,-9.826894
7.023043,10.567757,-0.079235315,-9.907094
6.408285,10.122327,-0.30438533,-9.861054
6.9871,9.86858,-0.098613665,-9.884788
6.494555,10.151164,0.19519953,-9.981427
7.0385075,10.493963,0.23791577,-9.910216
6.9739943,10.534845,0.045826375,-9.923408
7.035986,9.962513,0.21807723,-9.753804
6.385214,10.336694,0.10205283,-9.909184
6.8856616,10.318478,0.09435175,-9.945955
6.058274,9.708448,-0.5292994,-9.907635
7.2754335,10.518018,0.21989432,-9.857507
6.419874,9.732849,-0.14637657,-10.047533
6.8830886,10.205168,-0.48625803,-9.843521
6.8547525,9.766957,-0.08784922,-9.888323
6.048186,9.697039,-0.45038065,-10.174969
6.8764014,8.751246,0.45149696,-9.466057
6.8906465,10.328508,0.3094192,-9.931979
6.347696,9.995558,0.039801702,-9.777452
6.270738,9.891803,-0.16091713,-10.078806
7.9991493,10.221299,-0.17223305,-11.989552
7.305127,9.943195,0.101733655,-9.845281
6.7635026,10.120129,0.051504888,-9.993312
7.847056,10.685222,0.09839102,-10.262402
7.93393,10.088946,0.17751266,-11.848402
6.6667347,9.149284,-0.1996733,-9.940208
8.269331,10.619057,0.3578723,-11.359954
7.7261953,10.292044,0.3643414,-10.173209
7.2139344,10.194099,-0.14705026,-10.234041
6.410335,9.868313,-0.65014434,-9.938309
7.4844065,9.502447,0.36361846,-9.978487
6.784838,10.415201,0.26452753,-9.66657
7.960251,10.152942,0.4458897,-11.700662
8.001452,10.374356,0.2370136,-11.106121
6.9731236,10.009007,0.17085972,-9.862896
6.4611325,10.209201,0.21395102,-9.917404
8.143599,10.274477,0.55521494,-11.993748
6.581318,10.147296,-0.3472998,-9.984842
7.0581074,9.79448,-0.16642809,-9.602291
7.520743,10.364623,0.15921824,-9.6760235
7.955392,10.483783,0.15987048,-11.254416
7.0325446,10.271665,0.16112219,-9.821836
7.4205313,9.48757,0.52079904,-9.542154
6.680163,10.044364,-0.9206258,-10.039162
7.015142,10.335284,0.25164273,-9.909708
7.253334,9.449699,0.46910262,-9.226367
7.4393873,10.781969,-0.3418875,-10.048711
7.297081,10.374939,-0.28346932,-9.965229
7.1001225,9.9869,0.1661221,-9.942673
6.467025,10.311909,-0.054643884,-9.970043
8.236996,10.515303,-0.11458253,-12.220715
7.0925183,10.393102,0.16562575,-9.907824
7.61462,10.4637985,-0.056926314,-9.906826
7.0148034,10.1910095,0.11951231,-9.811546
7.1914067,9.983453,-0.016128765,-10.037825
7.7420006,9.701542,0.4107886,-10.179148
6.5309715,9.6851015,-0.22196364,-9.946424
6.9874935,9.630397,-0.2236366,-9.966339
7.222227,10.69281,-0.014310888,-9.965475
8.170943,9.997005,0.32605803,-12.530918
7.495887,9.831664,0.12238216,-9.922872
6.7440968,10.5569935,0.08894919,-9.812085
7.2732153,9.538992,0.10507926,-9.933421
6.7044616,10.038787,-0.49094468,-9.955167
7.484549,10.484021,-0.30498224,-9.906199
8.388862,10.469255,-0.26596624,-12.71328
6.874824,9.658327,-0.049090512,-9.902903
6.5819845,10.184683,-0.23755686,-10.122677
8.116215,10.205248,0.6002923,-11.879932
7.997025,9.918791,0.4417715,-10.954536
8.03787,10.558373,-0.080446996,-12.367542
7.085181,9.407395,-1.1370094,-9.689526
6.901621,10.215576,0.2374768,-9.6358
6.626602,10.063937,-0.7458435,-10.016708
6.9935236,9.452374,-0.46019804,-9.766432
6.903822,10.47049,-0.05926456,-10.020754
7.501669,10.478508,0.09925289,-9.890484
7.351207,10.639004,0.12124975,-9.924627
6.8926306,9.905212,-0.6852415,-9.649811
7.2084584,10.437559,0.06921008,-9.920563
6.3727126,9.877668,0.14593326,-10.065317
7.1370254,10.432038,-0.02457521,-9.93675
7.7650194,10.509017,-0.35867116,-9.975691
6.6207056,10.239981,-0.20749046,-10.028369
8.269041,10.10356,0.75184995,-11.661441
8.392636,10.374313,0.5291457,-10.957055
7.7893887,10.366472,0.1194884,-10.177531
7.0123873,9.802289,-0.116575636,-9.867711
7.564886,10.213149,0.2215711,-10.025682
7.190605,10.077624,-0.047981296,-9.937607
7.058905,10.055946,0.06704661,-10.090865
7.3216386,9.559514,0.048643112,-9.770922
7.9747214,9.743949,0.43952858,-11.670486
7.3277946,9.9696665,0.20960431,-9.740986
7.0584664,10.133122,0.07196741,-9.79471
7.0228505,8.97964,0.2118283,-10.024109
7.608886,10.518663,-0.08246452,-9.915582
6.8317933,10.43937,0.21880281,-10.07654
7.2351694,10.298317,0.011805829,-10.045923
6.9214373,9.867217,0.22933628,-10.0035515
7.1237273,9.855548,-0.15303741,-10.164938
7.6795416,10.591591,0.16127189,-10.025787
7.534326,9.874847,0.16990711,-9.986222
6.715491,9.626307,-0.8782663,-9.746024
6.684283,10.040158,0.03029123,-10.078698
7.2020264,10.045232,0.28636116,-10.001298
6.6501656,10.154036,-0.3010777,-10.28439
6.890484,9.319221,0.08195796,-9.796094
6.7548437,10.319972,-0.48111045,-10.189959
7.501383,10.089783,-0.31713876,-9.931577
7.726175,10.649529,-0.022290733,-10.14756
6.6989975,9.897317,0.017700966,-10.055283
8.485747,10.393183,0.73893964,-12.423291
7.8983035,10.451326,0.38499534,-10.612672
7.218797,10.172602,-0.3283746,-9.820728
6.856725,10.055755,0.16829105,-9.895237
6.9281025,10.455701,0.10395396,-9.970357
7.0011415,9.581213,-0.17761856,-9.874253
6.423103,10.254381,-0.43001562,-10.164013
6.65897,9.88815,-0.86291647,-10.3695545
7.188685,10.838726,-0.2953086,-9.922506
8.046364,10.300136,0.4858325,-10.938574
7.812585,10.475168,0.18519427,-10.339665
6.579886,9.867113,-0.14522621,-10.081309
7.080175,10.533057,-0.18852592,-9.871182
6.7928414,9.450798,-0.38316745,-9.726902
6.5503054,8.949004,-0.35084644,-9.6366005
7.081983,9.6629,0.21779867,-9.829221
7.6481223,9.785201,0.43823534,-9.742981
8.667681,10.819363,0.05836323,-13.2488985
7.957734,10.514179,0.18572648,-11.049633
6.6213408,10.062905,-0.30171248,-10.143386
8.056557,10.401998,0.29744828,-11.796169
7.7146072,10.606242,-0.1351771,-10.222361
7.0719953,9.624163,0.051221546,-9.766324
7.5992,10.09768,0.39029998,-9.937732
6.6802673,9.740742,-0.46762085,-10.114354
6.958308,10.523149,0.038102727,-9.9383955
6.691825,9.912942,0.097005926,-9.854004
7.3734784,10.417345,0.2772244,-9.889219
6.6086326,9.955063,-0.058532253,-10.103972
8.721941,10.96711,0.45968065,-11.522691
7.467551,11.041693,0.21181807,-9.971987
8.154901,10.2413,0.78506696,-11.866925
7.010683,9.038369,0.45894617,-9.930584
8.410954,10.711954,0.33287156,-11.160467
8.278277,10.26277,0.5872923,-11.330055
6.677892,9.061294,-0.2637444,-9.814431
6.8067956,9.450074,-0.53614223,-9.630946
7.521327,9.8122015,0.37999034,-8.771632
7.845435,10.128355,0.36029118,-8.758858
7.4500685,9.494757,0.663894,-9.945788
7.985612,9.88103,0.38723695,-11.71783
8.14554,10.145957,0.7414912,-10.942746
6.462735,9.369931,-0.83647335,-9.811217
7.0497003,10.199102,0.18946052,-9.634996
7.139859,9.736643,-0.25567782,-9.915381
7.351006,10.758879,-0.26467368,-9.805118
8.190275,10.315464,0.41678578,-10.962408
8.177289,10.9546175,0.51858383,-11.478593
7.572673,10.35117,-0.09102072,-9.910667
7.465231,10.532921,-0.05898334,-10.034155
7.0134134,9.631306,0.06968469,-9.871303
7.615302,9.609795,-0.18980566,-9.88492
7.2590513,10.501531,0.18367767,-9.845018
6.184185,9.78134,-0.33786887,-9.828706
6.8619437,10.166469,-0.14551492,-10.02852
6.8342896,9.715923,-0.35939148,-10.129794
7.17688,10.913255,0.14072931,-10.112301
7.228762,9.921572,-0.30718496,-9.634251
6.606493,9.866759,-0.1796553,-9.960898
7.247333,10.466772,0.16344652,-9.843626
6.721414,10.580496,-0.3599466,-9.882607
6.6719127,10.169291,-0.00077623694,-9.680204
5.7705836,10.173048,-0.31235647,-10.086356
7.5816245,10.289693,0.09777069,-10.034005
6.255095,9.840623,-0.03402217,-9.697909
5.213947,10.2886305,-0.57583535,-10.233531
7.7758846,10.042984,0.54410744,-10.327264
7.0847545,10.137382,0.09348056,-9.877153
6.1431093,9.792133,-0.3874195,-9.990484
8.049639,10.105512,0.67055845,-11.655596
7.36479,11.009203,0.22931194,-9.880235
8.354941,10.555046,0.55081904,-11.922393
7.034822,9.825951,-0.07871386,-9.991141
6.6712523,10.322856,-0.01737264,-9.966405
7.05614,10.150163,0.17214613,-9.8780575
8.344389,10.548896,0.65175295,-12.018412
8.015295,10.651533,0.08976056,-11.6080065
6.904628,9.031427,0.5754608,-9.829214
8.3104725,10.270078,0.3117523,-12.461577
8.148165,10.459638,-0.0827636,-11.704218
6.6011796,10.733868,0.11013708,-9.921732
6.7629685,10.134613,-0.33045235,-9.805606
7.184608,9.48103,-0.61830443,-9.795408
7.3508554,9.258065,0.63675797,-9.818591
7.890402,10.581738,0.21584234,-10.114106
6.934166,9.868073,0.04113748,-9.712839
6.399817,9.935575,-0.15125114,-9.845716
7.0891333,9.375791,-0.63594955,-9.626819
6.362144,10.046451,-0.29335272,-10.060499
6.6386747,9.946862,-0.18583587,-10.05655
7.1738987,10.362629,0.36276034,-11.679764
7.358254,10.416918,0.18823998,-10.660877
7.9289002,9.938764,0.34900385,-11.1974535
7.4432282,10.048984,0.22301184,-9.8637295
7.319737,10.557608,0.20312454,-9.794596
6.9117484,10.585335,0.030143699,-10.01697
7.1696095,10.480001,0.0009759943,-9.908708
6.386665,10.115908,-0.35699046,-9.977344
6.322339,10.423476,-0.104003854,-10.2320795
7.0445137,10.10766,0.09295165,-10.175564
6.467221,9.916335,-0.8230015,-10.2500925
8.538184,10.680754,-0.104625866,-11.847105
7.601361,10.960511,-0.069102235,-10.005416
7.4630394,10.311252,0.14768597,-9.939251
7.91042,10.207808,0.27815935,-10.816481
6.925651,9.757348,-0.14913495,-10.146531
7.266452,9.801625,-0.16170387,-11.003544
7.73027,10.016623,0.4335696,-10.034088
6.7157183,10.404172,-0.1429687,-9.867633
7.5071816,9.543355,0.29709145,-9.799684
7.2279677,9.849599,0.08822602,-9.839746
6.982499,8.816316,0.477062,-9.583402
7.228433,9.950299,0.102541335,-9.805044
6.4798546,10.62871,0.0603059,-10.0125
7.0145082,9.7668495,-0.5142306,-9.865843
7.247385,9.848548,0.11514442,-10.500773
6.6341305,9.780989,-0.107111275,-10.127258
6.623216,9.9700985,-0.48415583,-10.085226
6.782919,9.867132,-0.06859089,-9.935456
6.740627,9.802278,-0.32536757,-9.948237
6.728801,9.874532,-0.20790656,-10.1782055
8.307502,10.648394,0.61880696,-11.8029995
8.0450945,10.1017065,0.6502198,-11.433437
7.787731,9.859233,0.54933345,-10.368707
7.4223475,10.387909,0.08478052,-9.823126
6.508224,9.943839,0.048600715,-9.959221
8.175208,10.224082,0.57571554,-10.778
6.5683756,9.866306,-0.008325687,-9.844352
6.479013,9.772616,-0.22525732,-9.708789
6.8513675,9.600656,-0.105123505,-9.832114
7.2830725,9.571126,-0.20365995,-9.584892
6.9246984,9.674685,0.15393852,-9.868615
7.9738536,10.648136,0.34907922,-10.577741
6.9206295,10.510588,0.015628183,-10.008177
6.9183636,10.357595,0.29172596,-9.859997
6.233501,9.512589,-0.3016183,-10.031405
8.181424,10.346518,0.6414004,-11.794971
6.8569922,9.923369,-0.2790289,-9.839202
6.842999,9.502842,-0.07076065,-9.945811
6.8045564,9.836681,-0.51631117,-10.053914
7.4500966,10.287933,0.18953723,-9.986607
6.028683,9.410548,-0.577459,-9.908425
7.396051,10.558273,0.27890846,-9.7929535
7.053299,10.144471,0.13382255,-9.7248
7.457851,10.592578,0.1515471,-9.784141
6.63101,9.84445,-0.5419487,-9.794297
7.0743413,9.549087,0.1476604,-9.775714
7.385208,10.905844,-0.038297214,-9.883873
7.2643833,10.56887,-0.11052162,-9.859524
7.350071,10.634958,0.07135711,-9.912047
7.113431,10.097515,-0.10664656,-9.850382
6.510231,9.8398485,-0.34634414,-9.809779
7.608205,9.778478,0.054016747,-9.877402
7.425038,10.31549,0.2051693,-9.858917
7.4418664,10.4084215,0.17587449,-9.865623
6.9288735,9.456226,-0.061760772,-9.891937
7.24173,10.509816,0.06744456,-9.858181
8.078707,10.544537,-0.07185796,-10.624716
8.089148,10.3797455,0.45671958,-12.855779
6.627952,9.737557,-0.5241842,-9.987208
7.398382,10.023327,0.3355237,-9.200778
8.130096,10.39183,0.7325257,-12.009031
7.3887057,10.364813,-0.38845137,-9.897692
7.2700653,9.811117,-0.17093113,-9.902367
7.4262333,9.295117,0.65078765,-9.775665
6.9775095,10.210383,-0.066116735,-10.116507
7.004594,9.6370325,-0.13098203,-9.95302
7.315244,10.173527,0.30809388,-9.868674
7.2640343,9.583824,-0.1527109,-9.966314
7.512021,10.165858,-0.2833024,-9.907079
7.478328,10.151225,0.04130063,-9.823054
6.426585,10.323509,0.15018792,-9.980299
6.5323462,10.438694,-0.24940999,-9.972417
7.612671,9.820957,0.51746833,-8.871198
7.2051497,10.381718,-0.16121414,-9.968271
6.719234,9.618539,-0.04143445,-9.827188
6.8222065,10.353272,-0.0040813247,-10.034621
7.1559343,9.801745,0.052660078,-9.997103
6.491455,9.62821,-0.33037242,-10.101845
6.271875,10.0352745,-0.5102362,-9.898781
6.662648,9.793379,-0.4822508,-10.143247
7.206286,9.5642805,-0.050506238,-9.696335
7.141107,9.821279,0.028885292,-9.805483
6.480777,9.945938,-0.433336,-10.03095
8.208771,10.342468,0.14034806,-10.989888
8.022072,10.337147,0.23267448,-11.977565
7.4604864,9.476394,0.4156127,-9.664243
7.03603,10.486126,-0.065813705,-9.97773
6.7868376,10.286677,-0.020281287,-9.753553
7.4078045,9.390192,0.25923586,-9.748164
6.2872643,9.561422,-0.085064344,-10.04801
7.3064127,10.401129,-0.27187964,-9.888282
7.6363645,10.088612,-0.033469472,-10.0353565
7.204721,10.290544,-0.046598516,-9.875334
6.522074,10.044548,-0.15012632,-9.668423
7.2152414,10.112452,0.09192671,-10.068118
8.199167,11.007109,-0.24417883,-11.5669365
7.6886168,9.97324,0.40095347,-10.269058
6.773767,9.832449,-0.14984176,-10.006425
8.588134,10.632706,0.11947134,-11.771822
7.6778994,10.37476,-0.2786783,-10.171173
7.164109,10.605222,0.120646305,-9.862863
6.787548,10.316588,0.25313455,-9.8828945
7.0766087,9.541711,0.012005201,-9.826473
8.041041,9.8881445,0.5322331,-12.430229
8.024225,10.040357,-0.021206124,-12.044028
8.016362,10.064348,0.7098455,-12.22984
7.2187057,10.266127,-0.2843244,-9.912124
7.7961154,9.963665,0.38738725,-10.166571
6.9661775,10.036028,-0.2552906,-9.731166
6.9090233,10.417006,-0.16840999,-10.004867
7.2113175,9.887378,0.2347018,-9.809895
7.5392857,10.075599,0.23577401,-10.0006695
8.147353,10.038168,0.4817925,-12.594763
7.83782,9.969884,0.058375493,-10.491497
6.408467,10.520572,-0.3853344,-9.957942
6.7131405,9.823753,0.087069176,-10.112629
7.827701,9.886482,0.47990364,-11.024089
6.8331265,9.9496,-0.41938093,-10.367591
6.899518,9.723963,-0.15748328,-9.96332
